Order ID,Order Date,Customer ID,Category,Sales,Quantity,Discount,Profit
CA-2018-167381,22-09-2018,EH-14005,Office Supplies,27.72,6,0.05,4.158
CA-2018-144862,01-12-2018,EH-14005,Office Supplies,104.68,8,0.05,15.702
CA-2018-144862,01-12-2018,EH-14005,Technology,62.958,3,0.16,9.4437
CA-2015-126032,23-06-2015,BS-11665,Technology,86.376,7,0.14,12.9564
CA-2016-134859,04-10-2016,JK-16120,Furniture,64.944,7,0.1,9.7416
CA-2016-134859,04-10-2016,JK-16120,Office Supplies,20.736,6,0,3.1104
US-2015-114188,20-05-2015,RF-19345,Office Supplies,33.28,1,0.04,4.992
US-2015-114188,20-05-2015,RF-19345,Office Supplies,38.52,3,0.11,5.778
US-2015-114188,20-05-2015,RF-19345,Furniture,139.86,4,0.11,20.979
CA-2016-156524,20-11-2016,DL-12865,Office Supplies,19.65,1,0.15,2.9475
CA-2016-122210,30-11-2016,WB-21850,Office Supplies,152.991,9,0.06,22.94865
CA-2016-122210,30-11-2016,WB-21850,Office Supplies,10.584,5,0,1.5876
CA-2016-122210,30-11-2016,WB-21850,Technology,94.92,7,0.11,14.238
CA-2016-156377,31-12-2016,TB-21625,Furniture,14.76,1,0.2,2.214
CA-2016-156377,31-12-2016,TB-21625,Office Supplies,3.656,7,0.05,0.5484
US-2018-157896,16-11-2018,CB-12415,Office Supplies,146.82,8,0.2,22.023
CA-2015-159520,06-06-2015,GT-14635,Office Supplies,149.544,2,0.11,22.4316
CA-2015-159520,06-06-2015,GT-14635,Office Supplies,17.14,5,0.06,2.571
CA-2015-159520,06-06-2015,GT-14635,Furniture,991.764,8,0.15,148.7646
CA-2017-155481,01-09-2017,DK-13225,Office Supplies,30.48,8,0.17,4.572
CA-2017-155481,01-09-2017,DK-13225,Technology,23.988,3,0,3.5982
CA-2017-155481,01-09-2017,DK-13225,Office Supplies,16.688,4,0.15,2.5032
US-2017-152051,25-06-2017,TS-21160,Furniture,422.058,9,0.08,63.3087
US-2017-152051,25-06-2017,TS-21160,Office Supplies,38.088,9,0.07,5.7132
US-2017-152051,25-06-2017,TS-21160,Office Supplies,254.352,3,0.11,38.1528
CA-2015-141607,12-12-2015,WB-21850,Furniture,43.31,8,0.06,6.4965
CA-2018-102771,31-03-2018,DO-13435,Technology,84.95,3,0.14,12.7425
US-2018-139969,19-11-2018,AF-10870,Furniture,233.058,10,0.16,34.9587
CA-2015-167360,24-11-2015,RB-19435,Technology,111.79,6,0.01,16.7685
CA-2016-123505,22-11-2016,AR-10540,Office Supplies,14.94,8,0.06,2.241
CA-2017-117282,14-07-2017,DR-12880,Office Supplies,14.16,1,0.13,2.124
US-2017-120460,30-04-2017,BF-11170,Furniture,22.608,5,0.07,3.3912
CA-2017-111115,25-07-2017,LB-16735,Office Supplies,21.48,6,0.05,3.222
CA-2015-124646,22-06-2015,DV-13465,Office Supplies,501.81,3,0.08,75.2715
CA-2015-124646,22-06-2015,DV-13465,Office Supplies,161.94,9,0.09,24.291
CA-2018-148166,21-10-2018,NK-18490,Office Supplies,17.856,9,0.02,2.6784
CA-2017-159737,03-09-2017,CS-11950,Office Supplies,8.808,7,0.06,1.3212
CA-2017-141019,14-05-2017,LH-17155,Furniture,79.384,1,0.07,11.9076
CA-2017-101938,07-01-2017,DW-13480,Office Supplies,34.58,8,0.08,5.187
CA-2018-166296,13-03-2018,KF-16285,Office Supplies,314.55,7,0.17,47.1825
CA-2017-154018,13-10-2017,HA-14920,Technology,191.976,10,0.16,28.7964
CA-2017-154018,13-10-2017,HA-14920,Office Supplies,8.288,3,0.2,1.2432
CA-2017-154018,13-10-2017,HA-14920,Furniture,139.92,7,0.1,20.988
CA-2017-154018,13-10-2017,HA-14920,Office Supplies,15.872,5,0.18,2.3808
CA-2017-154018,13-10-2017,HA-14920,Office Supplies,6.286,9,0.09,0.9429
CA-2018-117870,27-01-2018,JH-15820,Office Supplies,14.016,4,0.05,2.1024
CA-2018-117870,27-01-2018,JH-15820,Technology,71.976,2,0.02,10.7964
CA-2018-117870,27-01-2018,JH-15820,Technology,107.982,7,0.2,16.1973
US-2018-137491,19-11-2018,LC-16930,Furniture,305.312,9,0.14,45.7968
CA-2015-152296,01-08-2015,IL-15100,Office Supplies,19.752,1,0.13,2.9628
CA-2017-112025,30-07-2017,LS-16975,Office Supplies,9.264,8,0.16,1.3896
CA-2016-132507,30-07-2016,CC-12610,Office Supplies,61.792,2,0.02,9.2688
CA-2017-125738,15-10-2017,PB-18805,Office Supplies,45.68,1,0.13,6.852
CA-2017-125738,15-10-2017,PB-18805,Office Supplies,60.12,10,0.05,9.018
CA-2017-125738,15-10-2017,PB-18805,Office Supplies,41.72,6,0.12,6.258
CA-2017-125738,15-10-2017,PB-18805,Office Supplies,71.6,8,0.02,10.74
CA-2017-128818,07-05-2017,CJ-12010,Office Supplies,85.232,3,0.17,12.7848
CA-2017-128818,07-05-2017,CJ-12010,Office Supplies,44.4,8,0.1,6.66
CA-2017-128818,07-05-2017,CJ-12010,Furniture,442.764,7,0.11,66.4146
CA-2017-128818,07-05-2017,CJ-12010,Technology,3999.95,10,0.05,599.9925
CA-2017-128818,07-05-2017,CJ-12010,Technology,199.95,9,0.17,29.9925
CA-2017-128818,07-05-2017,CJ-12010,Furniture,63.68,8,0.02,9.552
CA-2018-124576,01-08-2018,HK-14890,Office Supplies,54.896,2,0.14,8.2344
CA-2017-101378,14-07-2017,RH-19600,Technology,29,1,0.01,4.35
CA-2018-143063,10-08-2018,IL-15100,Office Supplies,70.08,3,0.19,10.512
CA-2018-143063,10-08-2018,IL-15100,Furniture,121.3,10,0,18.195
CA-2018-143063,10-08-2018,IL-15100,Technology,1454.49,9,0.05,218.1735
CA-2017-118913,25-06-2017,AS-10240,Office Supplies,60.81,2,0.2,9.1215
CA-2017-128412,10-12-2017,AP-10915,Office Supplies,153.552,3,0.07,23.0328
CA-2017-128412,10-12-2017,AP-10915,Office Supplies,65.34,6,0.12,9.801
CA-2017-128412,10-12-2017,AP-10915,Office Supplies,123.92,7,0.14,18.588
CA-2017-128412,10-12-2017,AP-10915,Office Supplies,35.1,7,0.16,5.265
CA-2017-128412,10-12-2017,AP-10915,Technology,44.75,7,0.06,6.7125
CA-2017-136483,01-12-2017,AG-10390,Office Supplies,4.704,9,0.11,0.7056
CA-2015-163013,28-11-2015,BF-11080,Office Supplies,14.67,2,0.02,2.2005
CA-2016-135363,28-03-2016,CK-12205,Office Supplies,15.552,7,0,2.3328
CA-2016-135363,28-03-2016,CK-12205,Office Supplies,5.232,8,0.05,0.7848
US-2015-165659,01-06-2015,LT-17110,Furniture,22.2,2,0.06,3.33
US-2015-165659,01-06-2015,LT-17110,Technology,881.93,9,0.1,132.2895
CA-2016-138002,06-09-2016,BT-11305,Office Supplies,6.096,7,0.09,0.9144
CA-2016-138002,06-09-2016,BT-11305,Furniture,191.82,4,0.18,28.773
CA-2016-128860,29-06-2016,SC-20725,Furniture,20.104,10,0.09,3.0156
CA-2017-164350,10-09-2017,CG-12040,Office Supplies,67.56,4,0.1,10.134
US-2015-103905,14-07-2015,AW-10930,Office Supplies,29.932,6,0.06,4.4898
US-2015-103905,14-07-2015,AW-10930,Technology,38.272,5,0.12,5.7408
CA-2016-129854,22-08-2016,RB-19705,Office Supplies,16.52,1,0.16,2.478
CA-2015-125556,14-11-2015,ML-17410,Technology,832.93,3,0.04,124.9395
CA-2015-125556,14-11-2015,ML-17410,Office Supplies,43.8,1,0.07,6.57
CA-2017-162313,27-11-2017,VB-21745,Office Supplies,167.292,10,0.03,25.0938
CA-2018-107874,21-11-2018,SW-20275,Furniture,27.42,7,0.17,4.113
CA-2018-129378,01-10-2018,NS-18505,Office Supplies,1.44,2,0.03,0.216
CA-2018-129378,01-10-2018,NS-18505,Office Supplies,61.776,9,0.12,9.2664
CA-2018-129378,01-10-2018,NS-18505,Office Supplies,241.96,6,0.01,36.294
CA-2018-129378,01-10-2018,NS-18505,Furniture,108.608,3,0.06,16.2912
CA-2015-151953,20-09-2015,DB-13555,Office Supplies,2.816,5,0.09,0.4224
CA-2018-130841,28-07-2018,MH-17620,Office Supplies,9.984,4,0.01,1.4976
CA-2018-130841,28-07-2018,MH-17620,Office Supplies,14.98,8,0.1,2.247
CA-2018-130841,28-07-2018,MH-17620,Technology,1145.6,6,0.04,171.84
CA-2016-131884,06-12-2016,DK-13375,Technology,485.94,10,0.09,72.891
CA-2016-131884,06-12-2016,DK-13375,Office Supplies,37.376,8,0.15,5.6064
CA-2016-131884,06-12-2016,DK-13375,Furniture,70.686,10,0.04,10.6029
CA-2018-121909,31-07-2018,EA-14035,Office Supplies,54.816,4,0.11,8.2224
CA-2017-106383,19-03-2017,BT-11440,Furniture,72.294,8,0.04,10.8441
CA-2018-130771,29-07-2018,LA-16780,Office Supplies,2.896,6,0.16,0.4344
CA-2018-130771,29-07-2018,LA-16780,Technology,124.792,3,0.02,18.7188
CA-2017-139157,01-10-2017,GM-14680,Furniture,330.588,1,0.18,49.5882
CA-2015-128055,31-03-2015,AA-10315,Office Supplies,673.568,9,0.02,101.0352
CA-2015-128055,31-03-2015,AA-10315,Office Supplies,52.98,8,0.18,7.947
CA-2018-157091,26-06-2018,DB-13405,Furniture,526.45,10,0.04,78.9675
CA-2018-132122,09-07-2018,JH-15820,Office Supplies,228.92,5,0.17,34.338
CA-2016-123232,14-12-2016,DJ-13630,Technology,319.968,1,0.2,47.9952
CA-2018-104066,05-12-2018,QJ-19255,Technology,205.03,2,0.06,30.7545
CA-2016-145849,15-09-2016,CT-11995,Office Supplies,190.86,7,0.12,28.629
CA-2016-145849,15-09-2016,CT-11995,Office Supplies,24.32,8,0,3.648
CA-2017-122322,15-07-2017,RH-19510,Office Supplies,44.4,8,0.19,6.66
CA-2018-166849,20-04-2018,SJ-20125,Furniture,44.4,8,0,6.66
CA-2017-146633,15-11-2017,TG-21310,Office Supplies,1016.792,9,0.2,152.5188
CA-2017-146633,15-11-2017,TG-21310,Office Supplies,38.136,7,0.09,5.7204
US-2017-126893,26-11-2017,CT-11995,Technology,494.982,6,0.08,74.2473
CA-2018-103380,21-11-2018,BF-11005,Office Supplies,56.56,9,0.17,8.484
CA-2018-103380,21-11-2018,BF-11005,Office Supplies,5.56,9,0,0.834
CA-2018-103380,21-11-2018,BF-11005,Office Supplies,9.02,9,0.18,1.353
CA-2018-103380,21-11-2018,BF-11005,Office Supplies,8.62,1,0.19,1.293
CA-2018-103380,21-11-2018,BF-11005,Technology,659.976,9,0.19,98.9964
CA-2016-116092,15-02-2016,JM-16195,Office Supplies,13.36,6,0.06,2.004
CA-2016-116092,15-02-2016,JM-16195,Office Supplies,41.72,8,0.1,6.258
CA-2016-116092,15-02-2016,JM-16195,Office Supplies,11.52,6,0.01,1.728
CA-2016-116092,15-02-2016,JM-16195,Office Supplies,541.44,5,0.01,81.216
CA-2016-116092,15-02-2016,JM-16195,Office Supplies,19.44,1,0.06,2.916
CA-2017-117849,15-04-2017,JK-16120,Office Supplies,143.7,1,0.02,21.555
CA-2016-169201,28-09-2016,HG-14965,Office Supplies,43.26,2,0.18,6.489
CA-2016-169201,28-09-2016,HG-14965,Office Supplies,43.56,9,0.06,6.534
CA-2017-164091,17-09-2017,LA-16780,Technology,437.85,3,0.01,65.6775
CA-2017-164091,17-09-2017,LA-16780,Furniture,109.48,10,0.08,16.422
CA-2018-105214,16-06-2018,TS-21610,Furniture,1212.96,4,0,181.944
CA-2018-105214,16-06-2018,TS-21610,Office Supplies,18.54,3,0.15,2.781
CA-2016-117611,08-11-2016,MZ-17335,Office Supplies,5,8,0.08,0.75
CA-2016-117611,08-11-2016,MZ-17335,Technology,371.97,8,0.14,55.7955
US-2016-137960,18-12-2016,MW-18220,Technology,166.24,6,0.09,24.936
CA-2018-122994,06-02-2018,MV-17485,Furniture,359.97,2,0.13,53.9955
CA-2017-131065,14-11-2017,AA-10375,Technology,499.98,6,0.13,74.997
CA-2017-131065,14-11-2017,AA-10375,Office Supplies,5.28,8,0.19,0.792
CA-2017-131065,14-11-2017,AA-10375,Office Supplies,8.26,8,0.11,1.239
CA-2018-149146,12-10-2018,SM-20320,Office Supplies,7.968,3,0.02,1.1952
CA-2018-137470,17-09-2018,TP-21415,Office Supplies,12.96,9,0.06,1.944
CA-2018-105480,20-12-2018,DK-13225,Office Supplies,6.48,7,0.03,0.972
CA-2018-105480,20-12-2018,DK-13225,Office Supplies,6.984,3,0.19,1.0476
CA-2018-164917,02-12-2018,MK-17905,Office Supplies,47.96,4,0.14,7.194
CA-2016-102036,21-09-2016,CS-12130,Office Supplies,199.74,6,0.16,29.961
CA-2016-142944,06-03-2016,JL-15850,Furniture,435.26,4,0.15,65.289
CA-2016-142944,06-03-2016,JL-15850,Technology,1119.984,3,0.17,167.9976
CA-2015-157882,03-10-2015,AR-10405,Furniture,143.432,5,0.08,21.5148
CA-2015-157882,03-10-2015,AR-10405,Furniture,122.352,10,0.05,18.3528
CA-2015-104283,27-06-2015,LM-17065,Office Supplies,306.2,2,0.04,45.93
CA-2015-104283,27-06-2015,LM-17065,Furniture,85.98,2,0.04,12.897
CA-2015-104283,27-06-2015,LM-17065,Technology,223.96,9,0.1,33.594
CA-2018-142622,30-10-2018,JK-15625,Furniture,97.568,5,0,14.6352
CA-2018-142622,30-10-2018,JK-15625,Furniture,614.272,4,0.17,92.1408
CA-2018-142622,30-10-2018,JK-15625,Furniture,199.98,6,0.04,29.997
CA-2017-132143,03-09-2017,FM-14215,Office Supplies,48.16,6,0.08,7.224
CA-2016-153108,05-03-2016,SF-20200,Technology,23.92,10,0.05,3.588
CA-2016-153108,05-03-2016,SF-20200,Office Supplies,60.69,10,0.13,9.1035
CA-2017-112676,05-05-2017,PJ-18835,Office Supplies,14.352,1,0.16,2.1528
CA-2018-165687,17-11-2018,CS-12355,Office Supplies,35.04,6,0.03,5.256
US-2018-112928,01-06-2018,BB-10990,Office Supplies,17.48,4,0.12,2.622
CA-2018-143343,10-06-2018,BW-11200,Office Supplies,16.4,9,0.1,2.46
CA-2018-115154,08-01-2018,RS-19420,Furniture,892.98,4,0.11,133.947
CA-2016-149342,20-04-2016,TS-21160,Technology,287.97,1,0.1,43.1955
CA-2016-149342,20-04-2016,TS-21160,Furniture,595.38,10,0.12,89.307
CA-2016-149342,20-04-2016,TS-21160,Office Supplies,12.96,2,0.11,1.944
CA-2016-130995,01-11-2016,QJ-19255,Technology,4.95,9,0.05,0.7425
CA-2018-127929,23-12-2018,FM-14215,Furniture,181.95,3,0.03,27.2925
CA-2016-113145,01-11-2016,VD-21670,Office Supplies,13.52,7,0.1,2.028
CA-2016-113145,01-11-2016,VD-21670,Furniture,259.7,5,0.07,38.955
CA-2016-113145,01-11-2016,VD-21670,Technology,42.95,8,0,6.4425
CA-2016-113145,01-11-2016,VD-21670,Technology,1399.93,6,0.1,209.9895
CA-2016-113145,01-11-2016,VD-21670,Technology,503.96,5,0.2,75.594
CA-2015-162362,14-11-2015,JL-15505,Office Supplies,12.72,3,0.16,1.908
CA-2015-162362,14-11-2015,JL-15505,Office Supplies,11.52,5,0.02,1.728
CA-2017-106558,17-01-2017,DL-13495,Technology,316,8,0.07,47.4
CA-2018-157931,17-09-2018,MO-17800,Furniture,723.92,2,0.18,108.588
CA-2018-157931,17-09-2018,MO-17800,Office Supplies,106.32,5,0.08,15.948
CA-2017-115574,23-12-2017,BP-11185,Furniture,141.372,7,0.1,21.2058
CA-2016-160794,06-08-2016,MS-17980,Office Supplies,27.216,10,0.18,4.0824
CA-2018-116225,05-11-2018,SV-20935,Technology,390.75,6,0.19,58.6125
US-2018-120418,11-06-2018,BC-11125,Furniture,280.792,7,0.04,42.1188
US-2018-120418,11-06-2018,BC-11125,Office Supplies,68.448,7,0.08,10.2672
US-2018-120418,11-06-2018,BC-11125,Office Supplies,88.04,1,0,13.206
US-2018-120418,11-06-2018,BC-11125,Office Supplies,15.872,1,0.06,2.3808
US-2018-120418,11-06-2018,BC-11125,Office Supplies,215.592,7,0.09,32.3388
CA-2018-122035,20-07-2018,EM-13825,Office Supplies,14.62,4,0.1,2.193
CA-2018-122035,20-07-2018,EM-13825,Office Supplies,416.32,3,0.03,62.448
CA-2018-122035,20-07-2018,EM-13825,Office Supplies,43,4,0.19,6.45
CA-2018-122035,20-07-2018,EM-13825,Furniture,182.94,2,0.19,27.441
CA-2018-122035,20-07-2018,EM-13825,Office Supplies,60.83,6,0.05,9.1245
CA-2018-122035,20-07-2018,EM-13825,Technology,389.97,10,0.03,58.4955
CA-2016-117828,23-12-2016,BD-11500,Office Supplies,194.32,1,0.07,29.148
CA-2018-165491,20-03-2018,HW-14935,Technology,265.93,1,0.19,39.8895
CA-2016-109470,31-12-2016,KC-16255,Office Supplies,94.74,2,0.05,14.211
CA-2016-109470,31-12-2016,KC-16255,Office Supplies,60.64,10,0.09,9.096
CA-2016-109470,31-12-2016,KC-16255,Office Supplies,76.3,4,0.07,11.445
CA-2016-109470,31-12-2016,KC-16255,Office Supplies,364.8,3,0.12,54.72
CA-2016-105102,15-09-2016,BM-11575,Office Supplies,79.872,6,0.16,11.9808
CA-2016-105102,15-09-2016,BM-11575,Furniture,46.384,10,0.06,6.9576
CA-2016-105102,15-09-2016,BM-11575,Office Supplies,12.96,9,0.11,1.944
CA-2018-138422,23-09-2018,KN-16705,Office Supplies,14.352,8,0.04,2.1528
US-2016-147739,25-12-2016,JD-16150,Furniture,547.136,5,0,82.0704
CA-2017-155187,24-09-2017,LA-16780,Office Supplies,41.96,4,0.08,6.294
CA-2017-155187,24-09-2017,LA-16780,Office Supplies,41.7,3,0.09,6.255
CA-2018-169285,21-03-2018,RW-19690,Office Supplies,277.4,5,0.09,41.61
CA-2018-169285,21-03-2018,RW-19690,Office Supplies,5.78,9,0.17,0.867
CA-2015-140886,30-09-2015,KW-16570,Office Supplies,69.216,2,0.15,10.3824
CA-2018-152695,10-12-2018,CC-12220,Office Supplies,10.86,9,0.2,1.629
CA-2018-152695,10-12-2018,CC-12220,Office Supplies,426.79,2,0.03,64.0185
CA-2015-110639,23-08-2015,RH-19495,Office Supplies,25.92,4,0.14,3.888
CA-2015-110639,23-08-2015,RH-19495,Office Supplies,45.92,1,0.19,6.888
CA-2015-121727,19-08-2015,JK-15625,Office Supplies,10.72,2,0.11,1.608
CA-2017-137736,10-11-2017,DC-13285,Office Supplies,41.86,4,0.13,6.279
US-2015-143231,31-12-2015,GM-14455,Furniture,63.2,1,0.14,9.48
US-2015-143231,31-12-2015,GM-14455,Technology,113.97,7,0.01,17.0955
US-2015-155894,26-07-2015,CL-11890,Office Supplies,123.552,8,0.01,18.5328
CA-2017-119025,22-02-2017,PV-18985,Office Supplies,490.32,7,0.05,73.548
CA-2017-159373,13-03-2017,LT-17110,Office Supplies,70.08,9,0.06,10.512
CA-2017-159373,13-03-2017,LT-17110,Office Supplies,1.272,10,0.14,0.1908
CA-2017-159373,13-03-2017,LT-17110,Furniture,557.585,1,0.19,83.63775
CA-2018-109701,02-12-2018,AM-10360,Office Supplies,9.024,1,0.11,1.3536
CA-2018-109701,02-12-2018,AM-10360,Office Supplies,69.456,4,0.12,10.4184
CA-2018-109701,02-12-2018,AM-10360,Office Supplies,10.86,9,0.01,1.629
CA-2018-109701,02-12-2018,AM-10360,Office Supplies,79.47,3,0.14,11.9205
CA-2018-109701,02-12-2018,AM-10360,Office Supplies,10.08,6,0.08,1.512
CA-2016-111514,31-08-2016,SC-20260,Furniture,1552.831,3,0.12,232.92465
CA-2016-111514,31-08-2016,SC-20260,Office Supplies,137.24,2,0.04,20.586
CA-2016-111514,31-08-2016,SC-20260,Technology,36.51,10,0.1,5.4765
CA-2016-111514,31-08-2016,SC-20260,Technology,239.976,6,0.09,35.9964
US-2015-148838,17-03-2015,CP-12340,Furniture,1579.746,6,0.11,236.9619
US-2015-148838,17-03-2015,CP-12340,Furniture,1071.576,8,0.01,160.7364
US-2015-148838,17-03-2015,CP-12340,Furniture,613.908,5,0,92.0862
US-2015-148838,17-03-2015,CP-12340,Office Supplies,34.86,10,0.01,5.229
US-2015-148838,17-03-2015,CP-12340,Office Supplies,155.04,2,0.02,23.256
CA-2018-136497,16-04-2018,RF-19840,Office Supplies,13.71,5,0.04,2.0565
US-2017-108637,13-03-2017,AB-10060,Furniture,127.88,9,0.14,19.182
US-2017-108637,13-03-2017,AB-10060,Office Supplies,160.32,10,0.2,24.048
US-2017-108637,13-03-2017,AB-10060,Office Supplies,46,2,0.1,6.9
CA-2015-102295,24-11-2015,EH-13990,Furniture,120.712,2,0.1,18.1068
CA-2018-123659,10-02-2018,MN-17935,Office Supplies,23.12,8,0.01,3.468
US-2017-129469,23-09-2017,KL-16555,Furniture,532.704,1,0.05,79.9056
US-2017-129469,23-09-2017,KL-16555,Office Supplies,4.912,4,0.11,0.7368
CA-2018-155152,07-07-2018,MP-17965,Technology,252,6,0.1,37.8
CA-2017-159940,07-07-2017,BF-11020,Furniture,60.288,8,0.12,9.0432
CA-2017-159940,07-07-2017,BF-11020,Office Supplies,2.632,8,0.06,0.3948
CA-2017-159940,07-07-2017,BF-11020,Office Supplies,23.688,9,0.07,3.5532
CA-2017-159940,07-07-2017,BF-11020,Furniture,253.372,8,0.15,38.0058
CA-2018-119669,24-01-2018,TP-21130,Office Supplies,5.67,10,0.15,0.8505
US-2015-164616,19-08-2015,MS-17770,Office Supplies,76.776,5,0,11.5164
US-2015-164616,19-08-2015,MS-17770,Office Supplies,9.184,3,0.07,1.3776
CA-2016-148628,06-12-2016,KM-16375,Office Supplies,32.75,7,0.14,4.9125
CA-2017-118052,06-05-2017,BE-11455,Office Supplies,7.216,10,0,1.0824
CA-2017-118052,06-05-2017,BE-11455,Office Supplies,49.568,1,0.16,7.4352
CA-2017-118052,06-05-2017,BE-11455,Furniture,54.712,9,0.08,8.2068
US-2018-117534,25-03-2018,CV-12295,Office Supplies,176.04,10,0.15,26.406
US-2018-117534,25-03-2018,CV-12295,Office Supplies,16.02,5,0.02,2.403
US-2018-117534,25-03-2018,CV-12295,Office Supplies,185.92,9,0.04,27.888
US-2018-117534,25-03-2018,CV-12295,Technology,211.168,3,0.02,31.6752
US-2018-117534,25-03-2018,CV-12295,Technology,479.984,2,0.14,71.9976
CA-2016-145065,12-12-2016,DK-13375,Office Supplies,7.86,9,0.03,1.179
CA-2016-145065,12-12-2016,DK-13375,Office Supplies,24.448,2,0.17,3.6672
US-2016-127040,06-12-2016,SG-20605,Office Supplies,6.48,8,0.19,0.972
US-2016-127040,06-12-2016,SG-20605,Office Supplies,41.86,10,0.04,6.279
US-2016-127040,06-12-2016,SG-20605,Technology,1619.91,6,0.09,242.9865
US-2016-127040,06-12-2016,SG-20605,Furniture,113.92,10,0.19,17.088
CA-2017-128111,17-03-2017,CS-12355,Office Supplies,39.68,4,0.16,5.952
CA-2016-137897,14-11-2016,PJ-18835,Technology,37.6,6,0,5.64
CA-2016-137897,14-11-2016,PJ-18835,Technology,59.9,8,0.04,8.985
CA-2016-137897,14-11-2016,PJ-18835,Office Supplies,37,5,0.08,5.55
CA-2018-169264,14-08-2018,NP-18700,Office Supplies,5.76,8,0.02,0.864
CA-2018-169264,14-08-2018,NP-18700,Office Supplies,16.68,10,0.08,2.502
CA-2018-147361,09-09-2018,SB-20290,Office Supplies,628.81,3,0.01,94.3215
CA-2018-147361,09-09-2018,SB-20290,Office Supplies,56.45,6,0.05,8.4675
CA-2018-145877,01-04-2018,AS-10090,Office Supplies,94.2,5,0.13,14.13
CA-2018-145877,01-04-2018,AS-10090,Office Supplies,28.4,3,0.07,4.26
US-2017-110170,27-09-2017,HM-14860,Furniture,956.6648,9,0.04,143.49972
CA-2018-108574,07-10-2018,MG-18145,Technology,1115.91,5,0.16,167.3865
CA-2018-108574,07-10-2018,MG-18145,Technology,128.744,7,0.11,19.3116
CA-2018-108574,07-10-2018,MG-18145,Technology,79.92,5,0.11,11.988
CA-2018-144589,20-01-2018,TM-21010,Office Supplies,24.2,2,0.19,3.63
CA-2018-144589,20-01-2018,TM-21010,Technology,359.976,6,0.1,53.9964
CA-2018-155985,23-03-2018,BE-11335,Furniture,211.84,3,0.04,31.776
CA-2015-162684,01-08-2015,AS-10630,Office Supplies,5.68,4,0.12,0.852
CA-2016-142041,07-06-2016,EM-13810,Office Supplies,7.52,8,0.15,1.128
CA-2015-151295,12-11-2015,JA-15970,Office Supplies,11.96,2,0.09,1.794
CA-2015-151295,12-11-2015,JA-15970,Furniture,629.064,6,0.12,94.3596
CA-2017-156300,29-12-2017,TB-21595,Furniture,754.45,4,0.06,113.1675
CA-2016-146087,06-07-2016,PP-18955,Furniture,301.96,8,0.19,45.294
CA-2018-168655,12-10-2018,ML-18040,Technology,595,7,0.02,89.25
CA-2018-168655,12-10-2018,ML-18040,Office Supplies,79.872,4,0,11.9808
CA-2017-107202,21-05-2017,LC-16930,Technology,2396.4,8,0.05,359.46
CA-2018-159597,09-11-2018,MC-17590,Office Supplies,63.56,2,0.02,9.534
CA-2018-159597,09-11-2018,MC-17590,Technology,99.99,6,0.13,14.9985
CA-2017-155551,18-04-2017,CR-12580,Office Supplies,230.376,8,0.06,34.5564
CA-2017-155551,18-04-2017,CR-12580,Office Supplies,9.664,4,0.14,1.4496
US-2018-147669,25-12-2018,SV-20935,Technology,158.928,6,0.13,23.8392
US-2018-147669,25-12-2018,SV-20935,Office Supplies,13.023,6,0.06,1.95345
US-2018-147669,25-12-2018,SV-20935,Furniture,273.06,2,0.16,40.959
US-2018-147669,25-12-2018,SV-20935,Office Supplies,39.312,3,0.1,5.8968
CA-2017-169922,11-06-2017,MZ-17515,Office Supplies,1.344,10,0.02,0.2016
CA-2017-169922,11-06-2017,MZ-17515,Office Supplies,8.272,7,0.01,1.2408
CA-2017-169922,11-06-2017,MZ-17515,Furniture,12.544,5,0.02,1.8816
CA-2018-100748,13-05-2018,RB-19795,Office Supplies,58.48,6,0.19,8.772
CA-2018-129805,28-12-2018,HM-14860,Furniture,7.4,1,0.18,1.11
CA-2015-148586,25-03-2015,AZ-10750,Furniture,366.786,10,0.02,55.0179
US-2018-112613,28-05-2018,JH-15910,Technology,54.368,4,0.13,8.1552
CA-2016-154746,14-11-2016,PJ-18835,Office Supplies,33.96,10,0,5.094
CA-2016-154746,14-11-2016,PJ-18835,Office Supplies,826.11,3,0.14,123.9165
CA-2018-140053,03-07-2018,CA-12265,Furniture,545.85,2,0.14,81.8775
CA-2015-164210,18-11-2015,PW-19240,Furniture,145.98,2,0.05,21.897
CA-2015-164210,18-11-2015,PW-19240,Office Supplies,35.808,9,0.1,5.3712
CA-2018-139948,17-07-2018,SW-20455,Furniture,7.904,6,0.1,1.1856
CA-2017-146934,22-05-2017,AF-10870,Technology,345,1,0.02,51.75
CA-2017-146934,22-05-2017,AF-10870,Furniture,174.286,10,0.11,26.1429
CA-2017-146934,22-05-2017,AF-10870,Office Supplies,662.84,1,0.07,99.426
CA-2017-146934,22-05-2017,AF-10870,Technology,95.1,5,0.04,14.265
CA-2017-146934,22-05-2017,AF-10870,Office Supplies,26.88,8,0.12,4.032
CA-2017-146934,22-05-2017,AF-10870,Technology,257.98,6,0.14,38.697
CA-2016-100573,25-09-2016,AM-10705,Office Supplies,17.48,3,0.11,2.622
CA-2017-119165,31-10-2017,BD-11320,Furniture,492.835,10,0.18,73.92525
CA-2016-128027,14-09-2016,CM-12385,Office Supplies,269.49,8,0.2,40.4235
CA-2017-140207,05-11-2017,CS-12400,Office Supplies,29.12,2,0.17,4.368
CA-2018-140949,17-03-2018,DB-13405,Office Supplies,18.75,3,0.05,2.8125
CA-2018-140949,17-03-2018,DB-13405,Technology,119.7,9,0.02,17.955
CA-2018-140949,17-03-2018,DB-13405,Office Supplies,9.144,8,0.15,1.3716
